Item Number,Item Name,Buy,Sell,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Use Desc. On Invoice,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Primary Supplier,Supplier Item Number,Tax Code When Bought,Buy Unit Measure,No. Items/Buy Unit,Reorder Quantity,Minimum Level,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
CUT0171,TA.K/F/N Set,B,S,I,11591,41071,51081,Knife / Fork / Napkin Set (Ptd PLA inner Bag),X,Tabletops,Cutlery Eco,NIL,CTN,250/CTN,,Tailored Packaging (WA) Pty Ltd,KFNSPSM,GST,CTN,1,0,0,52.89,CTN,GST,,0,1,0,0,0,0,0,52.89,50.85,50.85,50.85,50.85,50.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,39.12,,
CUT0172,TA.K/F/N Set w SP,B,S,I,11591,41071,51081,Knife / Fork / Napkin Set + S and P (Ptd PLA inner Bag),X,Tabletops,Cutlery Eco,NIL,CTN,250/CTN,,Tailored Packaging (WA) Pty Ltd,KFNSPSPSM,GST,CTN,1,0,0,58.3,CTN,GST,,0,1,0,0,0,0,0,58.3,56.06,56.06,56.06,56.06,56.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,43.12,,
CUT0173,TA.M/D CPLA Knife Bla ,B,S,I,11591,41071,51081,Medium weight 6.5 inch CPLA Knife - Black 16.8cm,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CP-KMB,GST,CTN,10,0,0,6.25,SLV,GST,,0,1,0,0,0,0,0,6.25,6.01,6.01,6.01,6.01,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,46.2,,
CUT0174,TA.M/D CPLA Knife Whi ,B,S,I,11591,41071,51081,Medium weight 6.5 inch CPLA Knife - White 16.8cm,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CP-KMW,GST,CTN,10,0,0,6.25,SLV,GST,,0,1,0,0,0,0,0,6.25,6.01,6.01,6.01,6.01,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,46.2,,
CUT0175,TA.M/D CPLA Fork Bla ,B,S,I,11591,41071,51081,Medium weight 6.5 inch CPLA Fork - Black 16.8cm,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CP-FMB,GST,CTN,10,0,0,6.25,SLV,GST,,0,1,0,0,0,0,0,6.25,6.01,6.01,6.01,6.01,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,46.2,,
WMPD16LCDH,LID CLR DOME WITH HOLE X 1000,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,D16LCDH,GST,1,1,0,0,150.28,1,GST,X,0,1,0,0,0,0,0,150.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,120.22,,
WMPD24SL05,LID SUIT 24OZ FORAM CUP X 500,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,D24SL05,GST,1,1,0,0,36.16,1,GST,X,0,1,0,0,0,0,0,36.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,28.93,,
WMPD24J24FR,CUP FOAM 24OZ FRUITZ X 500,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,D24J24FR,GST,1,1,0,0,96.56,1,GST,X,0,1,0,0,0,0,0,96.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,77.25,,
WMPPSHTCP300,TOWEL PAP ROLL BULK REC300 X 4,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,PSHTCP300,GST,1,1,0,0,42.46,1,GST,X,0,1,0,0,0,0,0,42.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,33.97,,
WMPCD8218,DISPENSER ROLL/SLIM FOLD X1,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,CD8218,GST,1,1,0,0,77.23,1,GST,X,0,1,0,0,0,0,0,77.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,61.78,,
WMPCARGB003,BAG CO-EX BLK PREMIUM 77LTX250,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,CA-RGB003,GST,1,1,0,0,33.06,1,GST,X,0,1,0,0,0,0,0,33.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,24.49,,
WMPCAGVXL029,GLOVE VINYL X-LARGE X1000,B,S,I,11591,41071,51081,D4A,,,,NIL,,,,MPM Marketing Service,CA-GVXL029,GST,1,1,0,0,44.55,1,GST,X,0,1,0,0,0,0,0,44.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,33,,
WMPCAGVPFM038,GLOVE VINYL MED PODWER FREE 1M,B,S,I,11591,41071,51081,D4A,,,,NIL,,,,MPM Marketing Service,CA-GVPFM038,GST,1,1,0,0,54.81,1,GST,,0,1,0,0,0,0,0,54.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,31.91,,
WMPCAWIPEHDRL,WIPE FD SVC BLUE HD 85 X 4ROLL,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,CA-WIPEHD-RL,GST,1,1,0,0,60.14,1,GST,,0,1,0,0,0,0,0,60.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,44.55,,
WMPCAWIPEHDBLK,WIPE FD SVC HD 60 X60 BULK 100,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,CA-WIPEHD-BLK,GST,1,1,0,0,37.13,1,GST,,0,1,0,0,0,0,0,37.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,27.5,,
WMPCAMPM11B,STRAW BLK PLAS 240MM (BULK) 2M,B,S,I,11591,41071,51081,D6B,,,,NIL,,,,MPM Marketing Service,CA-MPM11B,GST,,1,0,0,17.68,,GST,,0,1,0,0,0,0,0,17.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,10.08,,
WMPPB2SQGPLBRN,BAG PAP 2SQ GPL BRN STRNG X500,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,PB-2SQGPLBRN,GST,,1,0,0,25,,GST,,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,17.77,,
WMPHLLIDSFL,LID PLS FLAT S/SLOT 285/340 1M,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,HLLIDSFL,GST,,1,0,0,46.54,,GST,,0,1,0,0,0,0,0,46.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,37.23,,
WMPHLPP285,CUP PLS 285ML PP CLR X 1000,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,HL-PP285,GST,,1,0,0,70.93,,GST,,0,1,0,0,0,0,0,70.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,56.74,,
WFPCHC360,Foil Large Square Catering,B,S,I,11591,41071,51081,,,,,NIL,,,,FPA,,GST,,1,0,0,56,,GST,,0,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,36.85,,
WFPCLI360PP,LID P/LINED TO SUIT C-FC360,B,S,I,11591,41071,51081,C9,,,,NIL,,,,FPA,CLI360PP,GST,,1,0,0,44.37,,GST,,0,1,0,0,0,0,0,44.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,22.99,,
PPB0032,FP.FPA0180..W/FRUIT L 245X165,B,S,I,11591,41071,51081,Paper Bag White Fruit Large 1/2s 245X165mm,X,Bags,Standard Paper Bags,NIL,REAM,1000 Bags / Ream,,FPA,FPA0180,GST,REAM,1,0,0,23.35,REAM,GST,,0,1,0,0,0,0,0,23.35,24.5,24.5,24.5,24.5,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,17.27,,
LN0069,FP.CNL0124..2ply DarkGreen 1/4,B,S,I,11591,41071,51081,Napkin 2 Ply QTR fold 30 x 30cm Lunch dark green,,Napkin,Luncheon Napkin Colour,NIL,CTN,125/SLV x 16,,FPA,C-NL0124,GST,CTN,1,0,0,76.58,CTN,GST,,0,1,0,0,0,0,0,76.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,58.91,,
WMPCAWIPEHDRLG,WIPE FD SVC GRN HD 85 X 4ROLLS,B,S,I,11591,41071,51081,I8A,,,,NIL,,,,MPM Marketing Service,CA-WIPEHD-RLG,GST,,1,0,0,55.69,,GST,,0,1,0,0,0,0,0,55.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,38,,
WJO2000000,ADW 35 10KG,B,S,I,11591,41071,51081,,,,,NIL,,,,Jasol Australia,,GST,,1,0,0,0,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,19.14,,
FLC0060,FP.CFC360.Foil Large Cont Squ+,B,S,I,11591,41071,51081,Foil Container Square Large 1563ml,X,Foil Containers,Rectangular foil container&Lid,Containers,CTN,200/CTN,,FPA,C-FC360,GST,CTN,1,0,1,56.47,CTN,GST,,0,1,0,0,0,0,0,56.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,41.77,,
WFPCPL0974,Plate PP White OVAL 230x175mm,B,S,I,11591,41071,51081,D6,,,,NIL,,,,,CPL0974,GST,,1,0,0,83.18,,GST,,0,1,0,0,0,0,0,83.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,43.1,,
WWTAP01,CHEMICAL TAP,B,S,I,11591,41071,51081,,,,,NIL,,,,,,GST,,1,0,0,4,,GST,,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,2.99,,
PPB0050,MP.PBBS04..BRWN SATCH NO.4,B,S,I,11591,41071,51081,Number 4 Satchel Paper Bags\r\n Brown\r\n Number 4 Satchel\r\n310 x 133 x 70 mm,X,Bags,Standard Paper Bags,NIL,REAM,500 Bags / Ream,,MPM Marketing Service,PB-BS04,GST,REAM,1,0,0,20.94,REAM,GST,,0,1,0,0,0,0,0,20.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,15.49,,
WFPCGV0011,Glove P/Free Blue Med,B,S,I,11591,41071,51081,D4A,,,,NIL,,,,,CGV0011,GST,,1,0,0,51.62,,GST,,0,1,0,0,0,0,0,51.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,28.36,,
WFPCCB0200,Chip Box THD Large,B,S,I,11591,41071,51081,D8A,,,,NIL,,,,,CCB0200,GST,,1,0,0,67.54,,GST,,0,1,0,0,0,0,0,67.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,39.2,,
WMBL0400102,BAG HD GUSSET ROLL 45X25X10CM,B,S,I,11591,41071,51081,,,,,NIL,,,,,400102,GST,,1,0,0,61.37,,GST,,0,1,0,0,0,0,0,61.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,32.73,,
CUT0176,TA.M/D CPLA Fork Whi ,B,S,I,11591,41071,51081,Medium weight 6.5 inch CPLA Fork - White 16.8cm,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CP-FMW,GST,CTN,10,0,0,6.25,SLV,GST,,0,1,0,0,0,0,0,6.25,6.01,6.01,6.01,6.01,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,46.2,,
CUT0177,TA.M/D CPLA Spoon Bla ,B,S,I,11591,41071,51081,Medium weight 6.5 inch CPLA Spoon - Black 16.5cm,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CP-SPMB,GST,CTN,10,0,0,6.25,SLV,GST,,0,1,0,0,0,0,0,6.25,6.01,6.01,6.01,6.01,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,46.2,,
CUT0178,TA.M/D CPLA Spoon Whi ,B,S,I,11591,41071,51081,Medium weight 6.5 inch CPLA Spoon - White 16.5cm,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CP-SPMW,GST,CTN,10,0,0,6.25,SLV,GST,,0,1,0,0,0,0,0,6.25,6.01,6.01,6.01,6.01,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,46.2,,
CUT0179,TA.M/D CPLA Cut. Kits (K/F/N),B,S,I,11591,41071,51081,6.5 inch CPLA Cutlery Kits(K/F/N)(PLA Bag) ,X,Tabletops,Cutlery Eco,NIL,CTN,250/CTN,,Tailored Packaging (WA) Pty Ltd,CP-KFNSWM,GST,CTN,1,0,0,54.66,CTN,GST,,0,1,0,0,0,0,0,54.66,52.55,52.55,52.55,52.55,52.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,40.43,,
CUT0180,TA.M/D CPLA Cut. Kits(K/F/S/N),B,S,I,11591,41071,51081,6.5 inch CPLA Cutlery Kits(K/F/S/N)(PLA Bag) ,X,Tabletops,Cutlery Eco,NIL,CTN,250/CTN,,Tailored Packaging (WA) Pty Ltd,CP-KFNSBM,GST,CTN,1,0,0,57.26,CTN,GST,,0,1,0,0,0,0,0,57.26,55.06,55.06,55.06,55.06,55.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,42.35,,
WMBL9803006,PIPING BAG DISPOS 46CM/PACK,B,S,I,11591,41071,51081,,,,,NIL,,,,,9803006,GST,,1,0,0,8.4,,GST,,0,1,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,4.58,,
WMBL0200240,BAG VACUUM 250x350MM 10x100pcs,B,S,I,11591,41071,51081,,,,,NIL,,,,,200240,GST,,1,0,0,15,,GST,,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,136,,
WMBL5701632,RUBBER BANDS NO.16 500GM,B,S,I,11591,41071,51081,,,,,NIL,,,,,5701632,GST,,1,0,0,0,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,9,,
STR0012,FP.CDS0572..Regular Red 205mm,B,S,I,11591,41071,51081,Straw Regular Red 205mm,X,Coffee and cold drink Serve,Straws,NIL,CTN,5000/CTN,,FPA,C-DS0572,GST,CTN,1,0,0,27.66,CTN,GST,,0,1,0,0,0,0,0,27.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,20.46,,
WWPCBL15W,S.Bags white 29+15x53 8packs,B,S,I,11510,41025,51030,I3A,,,,NIL,,,,,,GST,,1,0,0,55,,GST,,0,1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,29,,
WWPL80LT/30,LD orange 80LT bin liners 30um,B,S,I,11591,41071,51081,I5A,,,,NIL,,,,,,GST,,1,0,0,50,,GST,,0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,25,,
CLN0016,OTS.B11115-COMM LOBBY PAN SET,B,S,I,11591,41071,51081,COMMERCIAL LOBBY PAN SET 6/CTN\r\n,X,Cleaning tools,Lobby Pan,NIL,UNIT,6/CTN,,E.D. Oates Pty Ltd,B-11115B,GST,CTN,6,0,0,24.87,UNIT,GST,,0,1,0,0,0,0,0,24.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,110.35,,
CLN0015,OTS.IW105-SGN YEL WET FLR,B,S,I,11591,41071,51081,NSLP A FRM SGN YEL WET FLR 12/CTN\r\n,X,Cleaning tools,Caution sign,NIL,UNIT,12/CTN,,E.D. Oates Pty Ltd,IW-105,GST,UNIT,1,0,0,18.48,UNIT,GST,,0,1,0,0,0,0,0,18.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,13.67,,
WOTMHDQ01,DURAQUICK MOP REFILL 250g,B,S,I,11591,41071,51081,,,,,NIL,,,,,,GST,,1,0,0,8.8,,GST,,0,1,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,6.5,,
WCENRO5738T,Calibor Thrml Ppr 57x38 50roll,B,S,I,11591,41071,51081,,,,,NIL,,,,,,GST,,1,0,0,60,,GST,,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,44.5,,
WFPFST119,FST FOAM TRAY WHITE 11''x9'',B,S,I,11591,41071,51081,D7B,,,,NIL,,,,,FST119,GST,1,1,0,0,90,1,GST,,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,61.95,,
WWEMMA,Emma's printed Napkin,B,S,I,11505,41021,51021,Emma's printed Napkin,X,,,NIL,CTN,SLV500 X 6,,Zhiyuan,WWEMMA,FRE,CTN,1,40,20,26.53,CTN,GST,,0,1,0,0,0,0,0,26.53,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
PPB0046,MP.PBBF01W..BAG PAP BRWN FLAT,B,S,I,11591,41071,51081,Paper Bag Brown Number 1 Flat 180x140mm,X,Bags,Standard Paper Bags,NIL,REAM,500 Bags / Ream,,MPM Marketing Service,PB-BF01W,GST,REAM,1,0,0,11.99,REAM,GST,,0,1,0,0,0,0,0,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,8.87,,
WMPSOL626TS,Lid plastic portion control 1M,B,S,I,11591,41071,51081,D1B,,,,NIL,,,,MPM Marketing Service,SOL626TS,GST,,1,0,0,112.75,,GST,,0,1,0,0,0,0,0,112.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,82,,
WFPCGV0009,Glove Powdered Blue Lag,B,S,I,11591,41071,51081,D4A,,,,NIL,,,,,CGV0009,GST,,1,0,0,51.62,,GST,,0,1,0,0,0,0,0,51.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,28.36,,
WFPCPL0963,Plate Plast Blk-9'' 230mm10pck,B,S,I,11591,41071,51081,D6,,,,NIL,,,,,CPL0963,GST,,1,0,0,75.86,,GST,,0,1,0,0,0,0,0,75.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,29.77,,
WMPCA4012FL,Food bowl 12oz flat lid x250,B,S,I,11591,41071,51081,D10A,,,,NIL,,,,,CA-4012FL,GST,,1,0,0,53,,GST,,0,1,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,34.1,,
WMPCA2CUPEB,Tray 2 cup c/brd carrier x200,B,S,I,11591,41071,51081,D5B,,,,NIL,,,,,CA-2CUPEB,GST,,1,0,0,49.86,,GST,,0,1,0,0,0,0,0,49.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,25.84,,
WMPCAEPS06O,Clam foam white dinner x200,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,CA-EPS06O,GST,,1,0,0,45.38,,GST,,0,1,0,0,0,0,0,45.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,36.3,,
WMPCATS16D,16oz Dantree ppr thickshke cup,B,S,I,11591,41071,51081,B5-3,,,,NIL,,,,MPM Marketing Service,CA-TS16-D,GST,1,1,0,0,137.63,1,GST,,0,1,0,0,0,0,0,137.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WMPCASW8WHT,Cup 8oz single wall white 1M,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,CA-SW8-WHT,GST,1,1,0,0,109.42,1,GST,,0,1,0,0,0,0,0,109.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,56.18,,
WMPCASW12WHT,Cup 12oz single wall white 1M,B,S,I,11591,41071,51081,B8B,,,,NIL,,,,MPM Marketing Service,CA-SW12-WHT,GST,1,1,0,0,128.33,1,GST,,0,1,0,0,0,0,0,128.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,70.4,,
WJO2001920,Spot-Aid 3x5L,B,S,I,11591,41071,51081,,,,,NIL,,,,,,GST,1,1,0,0,65,1,GST,X,0,1,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,45.08,,
WMPMWS,Wooden stirrers 1x1000pcs,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,MWS,FRE,1,1,0,0,8,1,GST,,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WMPCADW12WHT,Cup 12oz DW white x500,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,CA-DW12-WHT,GST,1,1,0,0,107.88,1,GST,,0,1,0,0,0,0,0,107.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,61.78,,
WMPPSTPJ300,TIS toilet 2P jumbo 300m x8R,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,PSTPJ300,FRE,1,1,0,0,37.75,1,GST,,0,1,0,0,0,0,0,37.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,30.2,,
WFPC4012DL,Food Bowl DME lid 12oz 341ml,B,S,I,11591,41071,51081,D7A,,,,NIL,,,,,C4012DL,GST,1,1,0,0,59.83,1,GST,,0,1,0,0,0,0,0,59.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,37.27,,
CUT0181,TA.H/D CPLA Knife Bla ,B,S,I,11591,41071,51081,Heavy duty CPLA Knife - Black 18cm,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CP-KHB,GST,CTN,10,0,0,7.08,SLV,GST,,0,1,0,0,0,0,0,7.08,6.81,6.81,6.81,6.81,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,52.36,,
CUT0182,TA.H/D CPLA Knife Whi ,B,S,I,11591,41071,51081,Heavy duty CPLA Knife - White 18cm,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CP-KHW,GST,CTN,10,0,0,7.08,SLV,GST,,0,1,0,0,0,0,0,7.08,6.81,6.81,6.81,6.81,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,52.36,,
CUT0183,TA.H/D CPLA Fork Bla ,B,S,I,11591,41071,51081,Heavy duty CPLA Fork - Black 17cm,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CP-FHB,GST,CTN,10,0,0,7.08,SLV,GST,,0,1,0,0,0,0,0,7.08,6.81,6.81,6.81,6.81,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,52.36,,
CUT0184,TA.H/D CPLA Fork Whi ,B,S,I,11591,41071,51081,Heavy duty CPLA Fork - White 17cm,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CP-FHW,GST,CTN,10,0,0,7.08,SLV,GST,,0,1,0,0,0,0,0,7.08,6.81,6.81,6.81,6.81,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,52.36,,
